Monster	Type	AC	HD	Save	Campaign Setting	Source	Pg. #	Edition	Legal Status	OGL Source
Wolfwere					Generic	Monster Manual II	127	AD&D1		
Wolfwere					Generic	Monstrous Compendium Volume One		AD&D2		
Wolfwere					Generic	Monstrous Manual 	363	AD&D2		
Wolfwere					Greyhawk	Lost Caverns of Tsojcanth (S4) [Booklet 2: Monsters and Magical Items]	17	AD&D1		
Wolfwere Children					Generic	Imagine #17	28	AD&D1		
Wolfwere, Greater					Ravenloft	Feast of Goblyns (RA1)	96	AD&D2		
Wolfwere, Greater					Ravenloft	Monstrous Compendium Ravenloft Appendix		AD&D2		
Wolfwere, Greater					Ravenloft	Ravenloft Monstrous Compendium Appendices I & II 	66	AD&D2		
Wolverine					Generic	Monster Manual	101	AD&D1		
Wolverine, Giant					Generic	Monster Manual	101	AD&D1		
Wolverine, Giant					Generic	Monstrous Compendium Volume Two		AD&D2		
Wolverine, Normal					Generic	Monstrous Compendium Volume Two		AD&D2		
Wolvern					Lankhmar	Wonders of Lankhmar (LNR1)	82	AD&D2		
Wood Elves					Generic	Monstrous Compendium Volume One		AD&D2		
Wood Elves					Generic	Monstrous Manual 	109	AD&D2		
Wood Giant					Generic	Dragon #119	52	AD&D1		
Wood Golem					Generic	Dragon #119	52	AD&D1		
Wood Golem					Generic	Dungeon #14	54	D&D?		
Wooden Lady					Generic	Dungeon #65	25	AD&D2		
Worg					Generic	Monstrous Manual 	362	AD&D2		
Worker Robot					Greyhawk	Realms of Horror (S1-4)	40	AD&D1		
Worm, Bookworm					Generic	Monstrous Manual 	364	AD&D2		
Worm, Caecillia					Mystara	Mystara Monstrous Compendium Appendix 	118	AD&D2		
Worm, Fyrsnaca					Mystara	Mystara Monstrous Compendium Appendix 	119	AD&D2		
Worm, Giant					Lankhmar	Lankhmar: City of Adventure 	145	AD&D2		
Worm, Giant Bloodworm					Generic	Monstrous Manual 	364	AD&D2		
Worm, Great Annelid					Mystara	Mystara Monstrous Compendium Appendix 	118	AD&D2		
Worm, Leviathan, Desert					Mystara	Mystara Monstrous Compendium Appendix 	119	AD&D2		
Worm, Leviathan, Marine					Mystara	Mystara Monstrous Compendium Appendix 	119	AD&D2		
Worm, Lukhorn					Generic	Monstrous Compendium Annual Volume Four	91	AD&D2		
Worm, Purple					Generic	Monstrous Compendium Volume Two		AD&D2		
Worm, Purple Worm					Generic	Monstrous Manual 	364	AD&D2		
Worm, Purple Worm, Mottled Worm					Generic	Monstrous Manual 	364	AD&D2		
Worm, Purple Worm, Thunderherder					Generic	Monstrous Manual 	364	AD&D2		
Worm, Red worm					Mystara	Mystara Monstrous Compendium Appendix 	119	AD&D2		
Worm, Rot Grub					Generic	Monstrous Manual 	364	AD&D2		
Worm, Slime worm					Mystara	Mystara Monstrous Compendium Appendix 	119	AD&D2		
Worm, Tenebrous					Generic	Monstrous Compendium Volume Two		AD&D2		
Worm, Tenebrous Worm					Generic	Monster Manual II	127	AD&D1		
Worm, Tunnel					Generic	Monstrous Compendium Volume Two		AD&D2		
Worm, Tunnel Worm					Generic	Monster Manual II	128	AD&D1		
Worms, Giant					Lankhmar	Lankhmar: City of Adventure 	73	AD&D1		
Worms, Giant					Lankhmar	Nehwon (LNA2)	95	AD&D2		
Worry-Wart					Generic	Dragon #259	68	AD&D2		
Wraith					Diablo	Diablo II: The Awakening	75	AD&D2		
Wraith					Generic	Monster Manual	102	AD&D1		
Wraith					Generic	Monstrous Compendium Volume One		AD&D2		
Wraith					Generic	Monstrous Manual 	365	AD&D2		
Wraith					Generic	Dungeons & Dragons 3-Volume Set [Monsters & Treasure]	9	D&D1		
Wraith Roach Swarm					Ravenloft (Gothic Earth)	Dungeon #71	74	AD&D2		
Wraith, Apparition					Diablo	Diablo II: The Awakening	75	AD&D2		
Wraith, Athasian					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	124	AD&D2		
Wraith, Athasian, Nikolos					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	125	AD&D2		
Wraith, Dark Shape					Diablo	Diablo II: The Awakening	75	AD&D2		
Wraith, Desert					Forgotten Realms	Old Empires (FR10)	96	AD&D2		
Wraith, Ghost					Diablo	Diablo II: The Awakening	75	AD&D2		
Wraith, Shimmering					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Wraith, Soul Beckoner					Greyhawk	Monstrous Compendium Greyhawk Appendix		AD&D2		
Wraith, Specter					Diablo	Diablo II: The Awakening	75	AD&D2		
Wraith-King					Generic	Dragon #198	28	AD&D2		
Wraith-Spider					Generic	Monstrous Compendium Annual Volume Two 	114	AD&D2		
Wraith-Spiders					Forgotten Realms	Ruins of Undermountain II: The Deep Levels		AD&D2		
Wraiths, Ghost					Diablo	Diablo II Adventure Game		AD&D2		
Wraiths, Wraith					Diablo	Diablo II Adventure Game		AD&D2		
Wraithworm					Planescape	Planescape Monstrous Compendium Appendix II 	124	AD&D2		
Wrigglies					Generic	Imagine #15	24	AD&D1		
Wrigglies					Generic	Imagine Special Edition #1 [Round the Bend]	4	AD&D1		
Wryback					Spelljammer	Monstrous Compendium Spelljammer Appendix		AD&D2		
Wurdalak (lycanthrope, werewolf)					Generic	Dragon Annual #1	69	AD&D2		
Wurmling					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Wyndlass					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Wynzet					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Wyrd, Greater					Mystara	Mystara Monstrous Compendium Appendix 	120	AD&D2		
Wyrd, Lesser					Mystara	Mystara Monstrous Compendium Appendix 	120	AD&D2		
Wyrm, Albino					Generic	Dragon #227	32	AD&D2		
Wyrm, Great					Generic	Dragon #94	53	AD&D1		
Wyste (Far Realm)					Generic	Monstrous Compendium Annual Volume Four	92	AD&D2		
Wyvern					Generic	Monster Manual	102	AD&D1		
Wyvern					Generic	Monstrous Compendium Volume One		AD&D2		
Wyvern					Generic	Monstrous Manual 	366	AD&D2		
Wyvern					Generic	Dungeons & Dragons 3-Volume Set [Monsters & Treasure]	11	D&D1		
Wyvern Drake					Forgotten Realms	Cult of the Dragon	110	AD&D2		
Wyvern Drake					Generic	Dragon #170	22	AD&D2		
Xador's Fluid					Generic	Dragon #127	68	AD&D1		
Xag-Ya					Greyhawk	Lost Caverns of Tsojcanth (S4) [Booklet 2: Monsters and Magical Items]	17	AD&D1		
Xag-Ya and Xeg-yi					Generic	Monster Manual II	128	AD&D1		
Xag-Ya and Xeg-yi					Generic	Monster Manual II	128	AD&D1		
Xag-Ya/Xeg-yi					Planescape	Planescape Monstrous Compendium Appendix III	118	AD&D2		
Xag-Ya/Xeg-yi					Planescape	Planescape Monstrous Compendium Appendix III	118	AD&D2		
Xanthon the Baneful					Forgotten Realms	Dragon Annual #4	120	AD&D2		
Xantravar					Generic	Dragon #140	59	AD&D1		
Xantravar					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Xantravar (Stinging Horror)					Forgotten Realms	Ruins of Myth Drannor		AD&D2		
Xaren					Generic	Monster Manual II	129	AD&D1		
Xathanon					Generic	Dragon #260	53	AD&D2		
Xaver					Forgotten Realms	Ruins of Myth Drannor		AD&D2		
Xaver					Generic	Dragon #94	54	AD&D1		
Xaver					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Xeg-Yi					Greyhawk	Lost Caverns of Tsojcanth (S4) [Booklet 2: Monsters and Magical Items]	18	AD&D1		
Xengahra					Generic	Dragon Annual #2	104	AD&D2		
Xerichon					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	126	AD&D2		
Xill					Generic	Fiend Folio	96	AD&D1		
Xill					Generic	Monstrous Compendium Fiend Folio Appendix (MC14)		AD&D2		
Xill					Planescape	Guide to the Ethereal Plane	73	AD&D2		
Xill					Planescape	Planescape Monstrous Compendium Appendix III	120	AD&D2		
Xixchil					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Xloptuny (wight)					Generic	Dragon Annual #1	69	AD&D2		
Xorn					Generic	Monster Manual	102	AD&D1		
Xorn					Generic	Monstrous Compendium Volume Two		AD&D2		
Xorn					Generic	Monstrous Manual 	367	AD&D2		
Xorn, Xaren					Generic	Monstrous Manual 	367	AD&D2		
Xotzcoyotl (Canis speluncae)					Generic	Dragon #117	38	AD&D1		
Xvart					Generic	Fiend Folio	96	AD&D1		
Xvart					Generic	Monstrous Compendium Fiend Folio Appendix (MC14)		AD&D2		
Yag-Kosha					Hyborea	Supplement IV: Gods, Demigods, Heroes	52	D&D1		
Yaggol					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Yaggol					Dragonlance	Time of the Dragon [Rulebook of Taladas]	48	AD&D2		
Yahoos					Generic	Polyhedron #106	12	AD&D2		
Yak-Man (Yikaria)					Al-Qadim	Land of Fate 		AD&D2		
Yak-Man (Yikaria)					Generic	Monstrous Compendium Annual Volume Two 	115	AD&D2		
Yakshas (Weaker Demons of India)					Generic	Supplement IV: Gods, Demigods, Heroes	12	D&D1		
Yale					Generic	Dragon #101	55	AD&D1		
Yale					Generic	Dragon #199	14	AD&D2		
Yama's Buffalo					Generic	Supplement IV: Gods, Demigods, Heroes	11	D&D1		
Yama's Water Buffalo					Generic	Deities and Demigods Cyclopedia	80	AD&D1		
Yama's Water Buffalo					Generic	Legends & Lore	75	AD&D1		
Yara-Ma-Yha-Sho (lizard man)					Generic	Dragon Annual #1	69	AD&D2		
Yau-Mor					Forgotten Realms (Oriental Adventures)	Mad Monkey vs. the Dragon Claw (OA5)	53	AD&D1		
Yellow Belly					Generic	Dragon #190	13	AD&D2		
Yellow Dragon					Forgotten Realms	Draconomicon (FOR1)	71	AD&D2		
Yellow Dragon					Generic	Dragon #38	41	AD&D1		
Yellow Dragon					Generic	Dragon #65	28	AD&D1		
Yellow Dragon					Generic	Monstrous Manual 	87	AD&D2		
Yellow Mold					Generic	Complete Psionics Handbook (PHBR5)	124	AD&D2		
Yellow Mold					Generic	Dungeons & Dragons 3-Volume Set [Monsters & Treasure]	20	D&D1		
Yellow Mold					Generic	Supplement III: Eldritch Wizardry	29	D&D1		
Yellow Musk Creeper					Generic	Fiend Folio	97	AD&D1		
Yellow Musk Creeper					Generic	Monstrous Compendium Volume Two		AD&D2		
Yellow Musk Creeper, Plant					Greyhawk	Dwellers of the Forbidden City (I1)	26	AD&D1		
Yellow Musk Creeper, Zombie					Greyhawk	Dwellers of the Forbidden City (I1)	26	AD&D1		
Yellow Musk Zombie					Generic	Monstrous Compendium Volume Two		AD&D2		
Yeshom					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Yeth Hound					Generic	Monster Manual II	129	AD&D1		
Yeth Hound					Planescape	Planescape Monstrous Compendium Appendix 	116	AD&D2		
Yeti					Generic	Monster Manual	103	AD&D1		
Yeti					Generic	Monstrous Compendium Volume One		AD&D2		
Yeti					Generic	Monstrous Manual 	368	AD&D2		
Yeti					Generic	Strategic Review #3	2	D&D1		
Yeti, Chiefs					Forgotten Realms	Treasures of the Savage Frontier [Adventure Journal]	19	AD&D2		
Yeti, Grand					Forgotten Realms	Treasures of the Savage Frontier [Adventure Journal]	19	AD&D2		
Yeti, Guards					Forgotten Realms	Treasures of the Savage Frontier [Adventure Journal]	19	AD&D2		
Yeti-kin, Saqualaminoi					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Yezud					Hyborea	Supplement IV: Gods, Demigods, Heroes	46	D&D1		
Ygorl, Lord of Entropy					Generic	Dragon #221	73	AD&D2		
Yig, Supreme God of Serpents					Cthulhu	Dragon #12	20	D&D?		
Yitsan					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Yochlol					Forgotten Realms	Drow of the Underdark (FOR2)	126	AD&D2		
Yochlol					Forgotten Realms	Villains' Lorebook	105	AD&D2		
Yochlol (Handmaiden of Lolth)					Generic	Monster Manual II	130	AD&D1		
Yochlol (Handmaiden of Lolth)					Greyhawk	Queen of the Demonweb Pits (Q1)	30	AD&D1		
Yog-Sothoth, the Key and Guardian of the Gate					Cthulhu	Dragon #12	20	D&D?		
Yohoia					Generic	Dragon #204	39	AD&D2		
Young Death Dogs					Generic	Dungeon #31	44	AD&D2		
Young Otter					Generic	Polyhedron #36	11	AD&D1		
Young Serpent Vines					Ravenloft (Gothic Earth)	Dungeon #71	78	AD&D2		
Yowler					Mystara	Mystara Monstrous Compendium Appendix 	121	AD&D2		
Yphoz					Greyhawk	Falconmaster (WGA2)	63	AD&D2		
Yrasda, Aphelka					Dragonlance	Taladas: The Minotaurs (DLR2)	63	AD&D2		
Yrasda, Thanic					Dragonlance	Taladas: The Minotaurs (DLR2)	63	AD&D2		
Yrasda, Ushama					Dragonlance	Taladas: The Minotaurs (DLR2)	63	AD&D2		
Yu Lung					Forgotten Realms (Oriental Adventures)	Dragon #24	9	D&D?		
Yu Lung (Carp Dragon)					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Yuan Ti					Generic	Monster Manual II	130	AD&D1		
Yuan Ti					Greyhawk	Dwellers of the Forbidden City (I1)	27	AD&D1		
Yuan-Ti					Generic	Monstrous Manual 	369	AD&D2		
Yuan-Ti Abomination					Generic	Monstrous Manual 	369	AD&D2		
Yuan-Ti Halfblood					Generic	Monstrous Manual 	369	AD&D2		
Yuan-Ti Pureblood					Generic	Monstrous Manual 	369	AD&D2		
Yuan-Ti, Abomination					Generic	Monster Manual II	130	AD&D1		
Yuan-Ti, Abomination					Greyhawk	Dwellers of the Forbidden City (I1)	27	AD&D1		
Yuan-Ti, Halfbreed					Generic	Monster Manual II	130	AD&D1		
Yuan-Ti, Halfbreed					Greyhawk	Dwellers of the Forbidden City (I1)	27	AD&D1		
Yuan-Ti, Histachii					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Yuan-Ti, Histachii					Generic	Monstrous Manual 	370	AD&D2		
Yuan-Ti, Pureblood					Generic	Monster Manual II	130	AD&D1		
Yuan-Ti, Pureblood					Greyhawk	Dwellers of the Forbidden City (I1)	27	AD&D1		
Yuan-ti					Generic	Complete Psionics Handbook (PHBR5)	124	AD&D2		
Yuan-ti					Generic	Monstrous Compendium Volume One		AD&D2		
Yugoloth					Planescape	Planes of Conflict [Monstrous Supplement]	30	AD&D2		
Yugoloth					Planescape	Planes of Conflict [Monstrous Supplement]	31	AD&D2		
Yugoloth, Canoloth					Planescape	Planescape Monstrous Compendium Appendix II 	126	AD&D2		
Yugoloth, Greater, Arcanaloth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Greater, Arcanaloth					Planescape	Planescape Monstrous Compendium Appendix 	120	AD&D2		
Yugoloth, Greater, Arcanaloth					Ravenloft	Roots of Evil (RM1)	96	AD&D2		
Yugoloth, Greater, Nycaloth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Greater, Nycaloth					Planescape	Planescape Monstrous Compendium Appendix 	124	AD&D2		
Yugoloth, Greater, Ultroloth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Greater, Ultroloth					Planescape	Planescape Monstrous Compendium Appendix 	126	AD&D2		
Yugoloth, Guardian, Greater					Generic	Monstrous Manual 	371	AD&D2		
Yugoloth, Guardian, Least					Generic	Monstrous Manual 	371	AD&D2		
Yugoloth, Guardian, Lesser					Generic	Monstrous Manual 	371	AD&D2		
Yugoloth, Least Guardian					Generic	Wizard's Challenge II	32	AD&D2		
Yugoloth, Least Guardian -- Yagdoo					Generic	Wizard's Challenge II	32	AD&D2		
Yugoloth, Lesser, Dergholoth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Lesser, Dergholoth					Planescape	Planescape Monstrous Compendium Appendix 	121	AD&D2		
Yugoloth, Lesser, Gacholoth					Generic	Dungeon #49	21	AD&D2		
Yugoloth, Lesser, Gacholoth					Generic	Monstrous Compendium Annual Volume Four	93	AD&D2		
Yugoloth, Lesser, Hydroloth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Lesser, Hydroloth					Planescape	Planescape Monstrous Compendium Appendix 	122	AD&D2		
Yugoloth, Lesser, Marraenoloth					Planescape	Planescape Campaign Setting [Monstrous Supplement]	30	AD&D2		
Yugoloth, Lesser, Mezzoloth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Lesser, Mezzoloth					Planescape	Planescape Monstrous Compendium Appendix 	123	AD&D2		
Yugoloth, Lesser, Piscoloth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Lesser, Piscoloth					Planescape	Planescape Monstrous Compendium Appendix 	125	AD&D2		
Yugoloth, Lesser, Yagnoloth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Yugoloth, Lesser, Yagnoloth					Planescape	Planescape Monstrous Compendium Appendix 	127	AD&D2		
Yuki-On-Na					Forgotten Realms (Oriental Adventures)	Swords of the Daimyo (OA1) [Adventure Book of Miyama]	19	AD&D1		
Yuki-Onna					Forgotten Realms (Oriental Adventures)	Dragon #13	13	D&D?		
Yuki-Onna					Generic	Best of The Dragon	72	D&D?		
Yuki-on-na					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Yyllethyn (Elven Horse), Riding Horse					Generic	Dragon #269	69	AD&D2		
Yyllethyn (Elven Horse), War Horse					Generic	Dragon #269	69	AD&D2		
Zagum (Duke of Hell)					Generic	Dragon #76	38	AD&D1		
Zakharan kraken					Al-Qadim	Dragon #198	71	AD&D2		
Zakhur Lifesbane, the Guardian					Birthright	Dragon #230	34	AD&D2		
Zanassu					Forgotten Realms	Empires of the Sands (FR3)	61	AD&D1		
Zaratan					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Zaratan					Generic	Monstrous Manual 	372	AD&D2		
Zard					Spelljammer	Monstrous Compendium Spelljammer Appendix		AD&D2		
Zat					Spelljammer	Practical Planetology (SJR4)	63	AD&D2		
Zebracorn					Generic	Dragon #190	94	AD&D2		
Zebranaur					Generic	Polyhedron #95	20	AD&D2		
Zepar (Duke of Hell)					Generic	Dragon #76	26	AD&D1		
Zeuglodon					Generic	Dragon #137	48	AD&D1		
Zhackal					Dark Sun	Monstrous Compendium Dark Sun Appendix: Terrors of the Desert		AD&D2		
Zhakar Lizards, Fastclaw					Dragonlance	Dwarven Kingdoms of Krynn [A World in Stone]	124	AD&D2		
Zhakar Lizards, Warclaw					Dragonlance	Dwarven Kingdoms of Krynn [A World in Stone]	124	AD&D2		
Zhentarim Spirit					Forgotten Realms	Ruins of Zhentil Keep [Monstrous Compendium booklet]	16	AD&D2		
Zhentarim Spirit					Generic	Monstrous Compendium Annual Volume Three	119	AD&D2		
Zik-trin'ak					Dark Sun	Thri-Kreen of Athas	125	AD&D2		
Zin					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Zmeu (ghost)					Generic	Dragon Annual #1	69	AD&D2		
Zodar					Spelljammer	Monstrous Compendium Spelljammer Appendix		AD&D2		
Zombie					Diablo	Diablo II: The Awakening	76	AD&D2		
Zombie					Generic	Monster Manual	103	AD&D1		
Zombie					Generic	Complete Starter Set [Monstrous Manual]	25	AD&D2		
Zombie					Generic	First Quest: The Introduction to the AD&D Game [Monsters & Treasures Book]	25	AD&D2		
Zombie					Generic	Introduction to Advanced Dungeons & Dragons Game [Monstrous Manual Accessory]	25	AD&D2		
Zombie					Generic	Monstrous Manual 	373	AD&D2		
Zombie					Generic	Wizard's Spell Compendium, Volume Four	968	AD&D2		
Zombie Alligator					Ravenloft (Gothic Earth)	Dungeon #71	74	AD&D2		
Zombie Bear					Generic	Adventure Pack I (I13)	90	AD&D1		
Zombie Birds					Generic	Adventure Pack I (I13)	90	AD&D1		
Zombie Deer					Generic	Adventure Pack I (I13)	90	AD&D1		
Zombie Fog					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	124	AD&D2		
Zombie Fog, Cadaver					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	124	AD&D2		
Zombie Lord					Ravenloft	Monstrous Compendium Ravenloft Appendix		AD&D2		
Zombie Lord					Ravenloft	Ravenloft Monstrous Compendium Appendices I & II 	67	AD&D2		
Zombie Lord (Impudulu)					Generic	Dragon Annual #1	68	AD&D2		
Zombie Plant					Dark Sun	Monstrous Compendium Dark Sun Appendix: Terrors of the Desert		AD&D2		
Zombie Raccoons					Generic	Adventure Pack I (I13)	90	AD&D1		
Zombie Raft					Greyhawk	Dungeon #70	56	AD&D2		
Zombie Spiders					Birthright	Dungeon #59	22	AD&D2		
Zombie Treant					Forgotten Realms	Elminster's Ecologies [The Settled Lands]	29	AD&D2		
Zombie Turtle					Generic	Adventure Pack I (I13)	90	AD&D1		
Zombie Wolf					Ravenloft	Castles Forlorn [The Weeping Land]	96	AD&D2		
Zombie, Absorbing					Generic	Dragon #234	57	AD&D2		
Zombie, Acid					Generic	Dragon #234	55	AD&D2		
Zombie, Beatnik					Generic	Dungeon #4	31	AD&D1		
Zombie, Beholder					Spelljammer	Wildspace (SJA1)	44	AD&D2		
Zombie, Black Death					Diablo	Diablo II: The Awakening	76	AD&D2		
Zombie, Bloodstone					Generic	Polyhedron #76	24	AD&D2		
Zombie, Bole-					Generic	Polyhedron #35	26	AD&D1		
Zombie, Bullywug Monster					Forgotten Realms	Dungeon #72	73	AD&D2		
Zombie, Burning					Greyhawk	Crypt of Lyzandred the Mad	45	AD&D2		
Zombie, Cannibal					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	122	AD&D2		
Zombie, Carcass					Diablo	Diablo II Adventure Game		AD&D2		
Zombie, Common					Generic	Monstrous Compendium Volume One		AD&D2		
Zombie, Desert					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	123	AD&D2		
Zombie, Desert					Ravenloft	Touch of Death (RA3)	32	AD&D2		
Zombie, Drowned					Diablo	Diablo II: The Awakening	76	AD&D2		
Zombie, Frosty					Generic	Polyhedron #78	12	AD&D2		
Zombie, Ghoul					Diablo	Diablo II: The Awakening	76	AD&D2		
